Product Name,Price,Discount,Category,Brand,Rating,Number of Reviews
"Zerfa 7 in 1 Electronic Cleaner Kit, Keyboard Cleaner Kit with Brush, 3 in 1 Cleaning Pen for AirPods Pro, Multifunctional Cleaning Kit for Earphone, Keyboard, Laptop, Phone, PC Monitor (Multicolor)",289,(71% off),Computer Accessories,Zerfa,"4.2 out of 5 stars, rating details","2,569"
"Portronics Mport 31 USB Hub (4-in-1), Multiport Adapter with 1 x USB 3.0 & 3 x USB 2.0 Ports, up to 5 Gbps High Speed Data Transfer for Laptop/PC (Grey)",289,(64% off),Computer Accessories,Portronics,"4.2 out of 5 stars, rating details","13,915"
"AV Cable, Audio Video Cord for PS2 PS1 PS3, AV to RCA Composite Audio Video, TV Cord Compatible with Playstation 1/2/3(8.2FT)",290,(41% off),Gaming Consoles,AV,"3.4 out of 5 stars, rating details",45
"Les Bon Amis 1.5 Meter Computer VGA Cable Male to Male Monitor Cable Connector Ideal for PC, Laptops, TVs, Projectors, and Gaming Consoles VGA Plug Port - 1.5M, Black and Blue",293,(51% off),Computer Accessories,Les,"3.0 out of 5 stars, rating details",4
"TECH-X 5.9 Feet 2-pin Universal Replacement AC Power Cord Cable Wire for LED TV, Play Station,Printer,Laptop PC Notebook Computer, Tape Recorder, Camera",297,(40% off),Computer Accessories,TECH-X,"4.2 out of 5 stars, rating details","1,100"
Storite 1.5M Black 3 Pin Laptop Power Cable 18AWG Universal Replacement for Charger Adapter Power Cord for Laptop,298,(70% off),Computer Accessories,Storite,"4.0 out of 5 stars, rating details",267
"Portronics Mport 31C USB C Hub (4-in-1), Type C Multiport Adapter with 1 x USB 3.0 & 3 x USB 2.0 Ports, up to 5 Gbps High Speed Data Transfer for Laptop, MacBook, PC (Grey)",298,(70% off),Computer Accessories,Portronics,"4.2 out of 5 stars, rating details","13,915"
"6 Angles Adjustable | Foldable Portable Laptop/Desktop Stand with Adjustable Height Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",299,(80% off),Computer Accessories,6,"4.6 out of 5 stars, rating details",3
"KEBILSHOP 2 Core Speaker Cable 20 Meter/ 64 Feet 2 Conductors Audio Speaker Cable For Immersive Sound: Perfect For Car Speakers,Stereos,Subwoofers&Home Theater Systems(20Meter/64 Feet),Multi-Coloured",299,(63% off),Speakers,KEBILSHOP,"3.3 out of 5 stars, rating details",77
amazon basics Adjustable Laptop Riser Stand | Wide Compatibility | Multiple Adjustable Angles | Ventilated & Secure Design,299,(60% off),Computer Accessories,Amazon Basics,"4.2 out of 5 stars, rating details",224
"UPORT 1.5 Meter 4K HDMI Cable with Ethernet, 4K/2K Ultra HD 1080P Resolution, 18 Gbps High Speed Transmission, Compatible with TV, Laptop, Monitor, Projector, Gaming Console, Blu-ray player & More",299,(67% off),Computer Accessories,UPORT,"4.1 out of 5 stars, rating details",363
"Dyazo 2.5"" SATA External Hard Drive Case with USB 3.0 Connection for HDD/SSD | Supports UASP Up to 4TB Storage | Tool-Free Portable Hard Drive Enclosure | Compatible with Laptop, PC and TV",299,(77% off),Computer Accessories,Dyazo,"4.1 out of 5 stars, rating details",663
"Dyazo Memory-Foam Gel Mouse Pad with Wrist Rest Support Non Slip Rubber Base Mousepad Suitable for Computer, Laptop, Notebooks Gaming (Blue)",299,(67% off),Computer Accessories,Dyazo,"4.4 out of 5 stars, rating details",864
Dyazo Large Earth Design Extended Desk Mat | Mouse Mat Water Resistant Anti Slip Design for Laptop & Notebooks Size 800 x 300 mm (Black No Logo),299,(70% off),Computer Accessories,Dyazo,"4.3 out of 5 stars, rating details",881
Dyazo Large Anti Slip Keyboard Shortcut Extended Desk mat/Mouse Pad with PS |AI | CDR | PR | Word | excel | PPT Shortcut Keys Computer mat for Laptop Size 800 x 300 mm (Black No Logo),299,(70% off),Computer Accessories,Dyazo,"4.3 out of 5 stars, rating details",881
Dyazo Hexagonal Pattern Desk Mat | Water-Resistant Anti-Slip Desk Pad | Extended Gaming Mouse Pad with Rubber Stitched Edges (800mm x 300mm x 3mm) for Laptop & Computer â€“ Black & Orange,299,(70% off),Computer Accessories,Dyazo,"4.3 out of 5 stars, rating details",881
Dyazo Hexagonal Pattern Desk Mat for Laptop & Computer | Anti-Slip Extended Mouse Pad | Gaming Rubber Mouse Pad with Stitched Edges (800mm x 300mm x 3mm) â€“ Blue,299,(70% off),Computer Accessories,Dyazo,"4.3 out of 5 stars, rating details",881
"Dyazo Vegan PU Leather Mouse Pad for Remote Work/Office/Gaming, Large Desk Mat, Dual-Sided Anti-Slip, Water-Resistant Design (800 x 300mm, Navy Blue & Yellow)",299,(70% off),Computer Accessories,Dyazo,"4.5 out of 5 stars, rating details","1,107"
"Dyazo Vegan PU Leather Desk Mat | Waterproof & Desk Pad | Anti-Slip, Dual-Sided Design | Perfect for Office, Remote Work, or Gaming (800mm x 300mm) Black & Red",299,(70% off),Computer Accessories,Dyazo,"4.5 out of 5 stars, rating details","1,107"
"Tukzer Gel Mouse Pad| Memory Foam Cushion Mousepad with Wrist Support, Ergonomic Design| Non-Slip Rubber Base| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Dark Blue)",299,(57% off),Computer Accessories,Tukzer,"4.4 out of 5 stars, rating details","2,004"
"Sounce 7 in 1 Electronic Cleaner Kit, Keyboard Cleaner Kit with Brush, 3 in 1 Cleaning Pen for AirPods Pro, Multifunctional Cleaning Kit for Earphone, Keyboard, Laptop, Phone, PC Monitor (Grey)",299,(70% off),Computer Accessories,Sounce,"4.0 out of 5 stars, rating details","2,224"
"Tukzer Foldable Laptop & Tablet Stand Riser for Laptop/MacBook/Notebook Up to 15.6-Inches, with Multi-Angle Adjustment, Lightweight & Ergonomically Designed (Black)",299,(79% off),Computer Accessories,Tukzer,"4.2 out of 5 stars, rating details","2,582"
"Sounce HDMI Switch 2 in 1 Out 4K 60hz HDMI Switcher 2 Port, Bi-Directional HDMI Switch Splitter 2 x 1/1 x 2, No Power Required, Sharing HD Video, PC Gaming Accessories",299,(70% off),Computer Accessories,Sounce,"3.6 out of 5 stars, rating details","2,615"
"ZEBRONICS K20, Wired Keyboard, 104 Keys, 1.2m Cable, â‚¹ Key, UV Coated Keys, USB Interface, Retractable Stand, Plug and Play",299,No discounts,Computer Accessories,Zebronics,"3.8 out of 5 stars, rating details","2,844"
"ZEBRONICS Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Light Blue+Grey)",299,(75% off),Computer Accessories,Zebronics,"3.9 out of 5 stars, rating details","2,859"
"ZEBRONICS Zeb-Pluto 2.0 Multimedia Speaker with Aux Connectivity,USB Powered and Volume Control",299,(50% off),Speakers,Zebronics,"4.0 out of 5 stars, rating details","3,824"
"Zebronics-NS1500 Laptop Stand Featuring Foldable Design, Anti-Slip Silicone Rubber Pads, Supports Maximum of 5kgs Weight Tabletop",299,(80% off),Computer Accessories,Zebronics,"3.7 out of 5 stars, rating details","4,401"
"Seagull flight of fashion Large Extended Mouse Pad XXL with Non-Slip Rubber Base, Stitched Edge Mouse Mat for Laptop, Computer & Desk - 60 x 30 x 0.2 cm - Finish What You Start Quote",299,(63% off),Computer Accessories,Seagull,"4.3 out of 5 stars, rating details","4,779"
"Portronics My Buddy K Lite Foldable Laptop Stand with Adjustable Heights, Anti-Slip Silicone Pads, Collapsible Design, 5 kg Max Weight, ABS Build, Portable & Lightweight Holder Riser (White)",299,(70% off),Computer Accessories,Portronics,"3.9 out of 5 stars, rating details","4,906"
"INOVERA Anti-Slip Extended Hexagons Pattern Desk Mat Gaming Rubber Stitched Mouse Pad for Laptop and Computer, 590L x 300B mm (Black, Red)",299,(80% off),Computer Accessories,INOVERA,"4.4 out of 5 stars, rating details","5,186"
"ZEBRONICS Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",299,(75% off),Computer Accessories,Zebronics,"4.0 out of 5 stars, rating details","8,980"
"ZEBRONICS Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (White+Grey)",299,(75% off),Computer Accessories,Zebronics,"4.0 out of 5 stars, rating details","8,980"
"XERGY USB 5V 5050 RGB Led Flexible Strip Light Multi-Color Changing Lighting Kit, Tv Background Lighting with Mini Controller for Tv Pc Laptop Bias Lighting (1 Meter for Tv'S Upto 28"") 1 Meters",299,(70% off),Computer Accessories,XERGY,"4.1 out of 5 stars, rating details","12,130"
FACTOTECH 3 Pin Laptop Power Cable Cord (1.2 Meter Black),299,(40% off),Computer Accessories,FACTOTECH,No rating,No reviews
"SHAKTISM Handheld Electronic Brick Game, Retro Video Game Console for Kids, Birthday Return Gift, Pack of 1, Assorted Colours",299,(40% off),Gaming Consoles,SHAKTISM,"3.4 out of 5 stars, rating details",45
SHAKTISM Unicorn Hand Video Game Pack of 1 Pcs for Kids Play Birthday Return Gift Boys/ Girls Unicorn Brick Game for Kids Pack of 1,299,(40% off),Gaming Consoles,SHAKTISM,"1.4 out of 5 stars, rating details",3
Pop Toy Video Games for Kids - Puzzle and Brick Game (Multicolor),299,(21% off),Gaming Consoles,Pop,"4.2 out of 5 stars, rating details",14
"NEEYATI Retro Handheld Water Ring Game, Push Button Game Console",299,(50% off),Gaming Consoles,NEEYATI,"3.4 out of 5 stars, rating details",45
"SHILP HANDICRAFT PS5 Geometric Home Decor Gift for Gamers Gamers Wooden Wall Sign Set, Gamers Wall Art, PS4 3D Logo (45 x 43 cm)",299,No discounts,Gaming Consoles,SHILP,"4.3 out of 5 stars, rating details",4
"EDNITA jbl Ultra Mini Wireless Bluetooth Speaker with Heavy Metal Electroplating Round Speaker | Wireless Power Button Controlled, Long Lasting Battery & Quick Charge Pack of 1 (Multicolor)",301,(81% off),Speakers,EDNITA,"3.5 out of 5 stars, rating details",91
"SPIN CART Large Gaming Mouse Pad with Nonslip Base | Thick, Comfy, Waterproof & Foldable Mat for Desktop, Laptop, Keyboard, Consoles & More Colour & Design May Very (70 x 30 cm, 2mm)",302,(57% off),Computer Accessories,SPIN,"4.4 out of 5 stars, rating details",694
"Portronics Mport 3A USB Hub (3-in-1), Multiport Adapter with USB 3.0 & 2-Port USB 2.0, Upto 5 Gbps High Data Transfer Speed for PC, Laptop & Mac (Black)",302,(24% off),Computer Accessories,Portronics,"4.2 out of 5 stars, rating details","5,985"
"FRONTECH Premium 2.0 Channel USB Powered Speakers - 1.5W x 2 Output, AUX Input, Foam Edge, 1-Year Warranty (SPK-0003-Blue)",309,(56% off),Speakers,FRONTECH,"3.4 out of 5 stars, rating details",70
"FRONTECH Premium 2.0 Channel USB Powered Speakers - 4W x 2 Output, AUX Input, Foam Edge, 1-Year Warranty (SPK-0003-Orange)",309,(56% off),Speakers,FRONTECH,"3.4 out of 5 stars, rating details",70
"amazon basics AmazonBasics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop",309,(69% off),Computer Accessories,Amazon Basics,"3.8 out of 5 stars, rating details","1,159"
"Tygot 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Grey)",309,(85% off),Computer Accessories,Tygot,"4.2 out of 5 stars, rating details","1,450"
"INOVERA Anti-Slip Gaming Mouse Pad | Shortcut Keys Rubber Stitched Mat |Desk Accessories for Laptop, Computer Home, Office (Black, 800L x 300B mm)",309,(79% off),Computer Accessories,INOVERA,"4.4 out of 5 stars, rating details","5,186"
"Dell MS116 Wired Optical Mouse, 1000DPI, LED Tracking, Scrolling Wheel, Plug and Play",309,(52% off),Computer Accessories,Dell,"4.4 out of 5 stars, rating details","43,575"
Atpata Funky Gamer Epic Birthday GAME ON! Foil Balloons (Set of 5) Video Game Theme Level Up Birthday Party - Gaming Console Shape Foil Balloon,313,(5% off),Gaming Consoles,Atpata,"4.0 out of 5 stars, rating details",13
"SPIN CART Gaming Mouse pad, Long XXL Extended Desk Table Mat Mousepad for Laptop PC Computer (Multi)",318,(55% off),Computer Accessories,SPIN,"4.4 out of 5 stars, rating details",726
"Tizum â€œUltraâ€ Gold Plated 4K HDMI to HDMI Cable | HDMI 2.0 | High Speed Data Upto 18Gbps | 3D Compatible | HD Audio & Video 2160p - For Laptop, Projector, TV, Gaming Console, Camera (1.5 M/5 Ft, Grey)",322,(57% off),Computer Accessories,Tizum,"4.1 out of 5 stars, rating details","1,322"
"EMBOX 3 Pin Multi Plug Adapter with Individual Switch 3 Pin Plug Socket Safety Shutter Spike Buster Fuse Protected Adapter 3 Way Plug Extension for Home Office Travel-5A-250V, Pack of 1 Orange",328,(38% off),Computer Accessories,EMBOX,"4.4 out of 5 stars, rating details","4,606"
"amazon basics Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, Optical Orientation, Click Wheel, Adjustable DPI",329,(45% off),Computer Accessories,Amazon Basics,"3.8 out of 5 stars, rating details",122
HP M070 Ergonomic Wired Mouse/ 1.5M USB Cable/Optical Engine/Accurate Positioning/ 1600 DPI with Adjustable DPI 1000-1200/3 Years Warranty,329,(53% off),Computer Accessories,HP,"3.8 out of 5 stars, rating details","1,257"
Tukzer Large Size (795mm x 298mm x 2mm) Extended Gaming Mouse Pad| Stitched Embroidery Edges| Non-Slip Rubber Base |for Computer Laptop | Keyboard Mouse Pad for Office & Home (Retro-Game),329,(84% off),Computer Accessories,Tukzer,"4.6 out of 5 stars, rating details","2,364"
"Tukzer RETRO Extended Gaming Mouse Pad, High-Speed Mouse Tracking & Control | Stitched Embroidery Edges, Non-Slip Rubber Base| for Computer Laptop Keyboard Office Home (795mm x 298mm x 3.45mm, Matrix)",329,(87% off),Computer Accessories,Tukzer,"4.6 out of 5 stars, rating details","2,364"
"Pluto Accessories 5 Mtr VGA Male to VGA Male Cable 15 Pin for Projector, Laptop, CCTV, Computer",348,(65% off),Computer Accessories,Pluto,"3.6 out of 5 stars, rating details",220
"Storite 8K HDMI Coupler - Female to Female Adapter, 3D 8K@60Hz 4K@144Hz HDMI 2.1 Connector, HDMI Extender, Compatible with HDTV, Laptop, Monitor, Projector, Gaming Console",349,(65% off),Computer Accessories,Storite,"4.0 out of 5 stars, rating details",1
"Portronics Vader Wired Gaming Mouse with 6 Buttons, Thumb Support, Adjustable DPI (6400 Max), RGB Light Effects, Ergonomic Design, 1.5 m Long USB Cable for Laptop & PC (Blue)",349,(65% off),Computer Accessories,Portronics,"4.3 out of 5 stars, rating details",75
"Storio Toys Educational Learning Laptop Toy with LED Display & Music Effect|Educational Toy Preschool Learning for Babies,Girls,Boys & Toddlers|Power Source: 3xAA Battery (Not Included)-Pink,Multi",349,(65% off),Computer Accessories,Storio,"4.0 out of 5 stars, rating details",352
Goldmedal Krysta 2 Pin Heavy-Duty 5-meter Cable Extension Cord (White and Red)|Master Switch with Indicator|Universal Sockets | Ultra-Smooth Rotation Extension Board for Home & Office|Pack of 1,349,(44% off),Computer Accessories,Goldmedal,"4.2 out of 5 stars, rating details",516
"STRIFF Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook - Black",349,(77% off),Computer Accessories,STRIFF,"4.1 out of 5 stars, rating details","1,659"
"Portronics Toad 27 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Nano Dongle for PC/Mac/Laptop, Auto Power Saving Mode, Adjustable DPI Button(Green)",349,(30% off),Computer Accessories,Portronics,"4.1 out of 5 stars, rating details","4,025"
"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",349,(83% off),Computer Accessories,Dyazo,"4.3 out of 5 stars, rating details","14,463"
"Dyazo 6 Angle Foldable & Portable Laptop Riser Stand Made with Aluminum | Compatible for Dell, Mac Book Air/Pro, Lenovo Acer Hp Asus & Other Laptop from 11.6 inch to 15.6 Inches- Black",349,(83% off),Computer Accessories,Dyazo,"4.3 out of 5 stars, rating details","14,463"
STRIFF Adjustable Laptop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand(White),349,(81% off),Computer Accessories,STRIFF,"4.3 out of 5 stars, rating details","39,345"
"Ant PC Shine 10 10-in-1 Laptop Screen Keyboard Cleaner Kit Electronics Cleaning kit Tool for MacBook, iPad, Brush Tool for Tablet, Computer, PC Monitor, TV, Camera Lens_ Mercury White",350,(71% off),Computer Accessories,Ant,"4.0 out of 5 stars, rating details",9
"Enter Usb Game Pad With Vibration E-Gpv, PC, Gamepad",358,(52% off),Gaming Consoles,Enter,"3.3 out of 5 stars, rating details","3,100"
Amazon Basics USB Powered Laptop Cooling Pad | Dual Fan | Dual USB Port | Blue LED Lights | 4 Adjustable Heights with Stand |,360,(83% off),Computer Accessories,Amazon Basics,"3.7 out of 5 stars, rating details",57
"AmazonBasics 16-Gauge/AWG Speaker Wire, Oxygen-Free Copper, Two Conductors, Audio Speaker Cable for Car, Stereo, Subwoofer, Home Theatre, Hi-Fi Surround Sound (50 Feet, Copper, Transparent)",363,(67% off),Speakers,Amazon Basics,"3.9 out of 5 stars, rating details",201
"Gooyo GY2018 Play & Learn Educational Learning Laptop Toy | Alphabets/Counting/Words and More Functions | Blue Color, Power Source: 3xAA Battery (Not Included)",369,(47% off),Computer Accessories,Gooyo,"3.6 out of 5 stars, rating details",169
"Gooyo 2011A Battery Operated Educational Learning Laptop Toy with LED Display and Music Effect | Babies/Girls/Boys/Toddlers | Blue Color, Power Source: 3xAA Battery (Not Included)",369,(54% off),Computer Accessories,Gooyo,"3.8 out of 5 stars, rating details","1,528"
"Gooyo 2011A Battery Operated Educational Learning Laptop Toy with LED Display and Music Effect | Babies/Girls/Boys/Toddlers | Pink Color, Power Source: 3xAA Battery (Not Included)",369,(54% off),Computer Accessories,Gooyo,"3.8 out of 5 stars, rating details","1,528"
Amazon Basics Portable Multimedia Speaker| Suitable for Laptop & Desktop (Black) | USB 2.0 | Deep Bass,369,(72% off),Computer Accessories,Amazon Basics,"3.9 out of 5 stars, rating details","1,863"
"smashtronics Premium Metal Laptop Stand - Foldable, Height Adjustable Aluminum Note Book Stand (Steel Grey)",369,(75% off),Computer Accessories,smashtronics,"4.2 out of 5 stars, rating details","4,889"
